Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Gender,Exam_Score
21,87,Medium,Medium,6,90,Male,71
18,74,Medium,High,8,91,Female,67
10,73,Medium,Medium,8,93,Male,64
18,87,Low,Low,8,79,Male,82
18,69,Medium,High,10,85,Female,66
26,77,Low,Medium,6,63,Male,66
23,68,High,Medium,9,55,Male,65
13,60,Medium,Medium,9,77,Male,61
21,99,Medium,High,7,51,Female,72
24,77,High,Medium,10,73,Male,70
29,99,Medium,Medium,7,55,Male,71
25,66,High,Medium,7,55,Female,84
25,83,High,High,7,94,Male,72
20,68,Medium,High,5,82,Female,67
22,92,High,Low,8,82,Male,72
27,91,Low,High,8,70,Female,70
12,65,Medium,High,7,71,Male,62
18,96,High,Medium,10,65,Female,71
15,68,Low,Medium,6,72,Female,62
22,85,Medium,Medium,4,79,Female,68
27,99,High,Medium,10,59,Male,74
16,95,High,High,9,63,Male,68
6,98,Medium,Low,8,75,Female,64
18,74,High,Medium,6,69,Male,65
25,64,Medium,Low,8,91,Male,66
23,68,Medium,High,5,91,Female,68
23,80,Medium,Medium,7,67,Male,67
18,92,Medium,Medium,6,73,Female,67
12,66,Medium,High,7,99,Male,63
23,86,Medium,High,8,91,Female,71
15,73,Medium,High,5,61,Male,63
33,74,Medium,Low,8,64,Male,66
23,86,High,Medium,7,54,Female,67
17,79,Medium,High,8,84,Male,66
16,92,Medium,Medium,7,66,Female,70
19,66,High,Medium,8,77,Female,64
19,92,Medium,Medium,6,88,Male,71
27,63,High,High,4,92,Female,68
21,68,Low,Medium,5,66,Male,64
16,86,Medium,Medium,6,62,Female,66
31,94,Low,Medium,5,92,Male,72
20,70,Low,Medium,9,69,Female,66
25,73,Medium,High,7,91,Female,70
16,81,Medium,Medium,8,57,Male,66
22,68,High,Medium,8,96,Female,68
22,92,Medium,Low,7,74,Male,70
9,91,Medium,Medium,10,59,Male,64
32,66,High,High,10,77,Male,71
28,79,Medium,High,9,94,Male,72
18,91,High,Medium,6,69,Male,71
13,73,Medium,Low,9,59,Male,63
22,85,Low,Medium,4,79,Male,68
21,62,Medium,Medium,9,92,Male,63
22,84,Medium,Medium,4,56,Male,66
21,66,Medium,Medium,7,52,Female,63
23,93,High,High,9,53,Female,72
29,74,Medium,High,8,62,Male,70
23,71,Medium,Medium,5,50,Female,65
14,94,Medium,High,7,71,Female,67
28,62,Low,High,8,85,Female,66
30,76,Medium,Medium,7,86,Male,69
39,75,Medium,High,6,82,Male,73
13,71,Medium,High,8,65,Female,66
21,96,Medium,Medium,9,87,Female,70
8,90,High,High,7,79,Male,68
23,63,Low,Medium,9,93,Male,65
17,89,Medium,Medium,7,74,Female,67
32,81,High,Medium,6,59,Female,71
15,96,High,High,9,82,Female,70
10,73,Medium,Low,9,58,Male,61
17,83,High,Medium,6,98,Male,69
8,80,Low,Medium,6,85,Male,63
25,80,Medium,Medium,10,88,Male,67
8,78,High,Medium,7,84,Male,65
20,68,High,Medium,7,55,Female,63
8,90,Medium,Medium,7,73,Male,67
18,78,Low,High,9,83,Female,66
30,98,Low,Medium,10,61,Male,72
22,70,Medium,High,7,84,Male,68
15,87,High,Medium,10,91,Male,67
20,98,Medium,Medium,6,64,Male,72
20,87,Medium,High,7,60,Female,66
23,95,Medium,Medium,8,94,Male,73
12,93,High,High,6,50,Male,71
24,74,Low,Low,8,63,Male,65
4,84,Medium,Medium,6,70,Male,65
16,66,High,Medium,5,84,Female,65
17,81,Medium,Medium,4,100,Male,68
24,69,High,Medium,7,69,Female,70
20,90,Medium,Low,8,97,Female,68
12,81,Low,Medium,5,68,Male,62
14,76,Medium,Medium,7,85,Male,66
21,71,Medium,Medium,7,58,Female,65
20,100,Medium,Medium,7,73,Female,71
17,63,Medium,Medium,6,94,Male,61
17,62,Medium,Medium,7,66,Male,63
24,69,Medium,High,7,55,Male,67
17,99,Medium,Medium,8,76,Male,70
19,99,Medium,Medium,5,72,Male,73
33,86,Medium,Medium,7,61,Male,72
11,95,Medium,Medium,5,95,Male,69
9,69,Low,Medium,7,80,Male,61
25,99,Medium,Medium,5,67,Male,71
16,66,Medium,Medium,6,100,Female,64
18,64,Low,Medium,7,57,Male,61
15,64,Medium,Medium,6,92,Female,63
18,83,Medium,Low,9,62,Male,65
30,91,High,Medium,9,62,Female,73
25,75,Medium,Low,8,75,Male,68
25,99,Medium,Medium,8,83,Female,72
12,77,Low,Low,7,85,Male,62
13,66,High,Medium,9,51,Male,63
3,79,Low,Medium,7,64,Female,58
15,87,Medium,Medium,10,83,Male,68
26,93,High,High,6,94,Female,74
23,78,Medium,Medium,5,83,Male,68
19,84,Medium,Medium,5,63,Male,67
20,71,Medium,Medium,5,75,Male,65
16,86,Low,Low,5,82,Female,63
21,99,Medium,Low,7,57,Male,71
25,62,Medium,Low,8,77,Female,62
10,95,High,Low,7,74,Male,66
22,82,Low,Medium,5,67,Female,65
26,70,High,Medium,6,81,Male,66
18,98,High,Low,8,82,Male,71
24,79,Low,High,6,99,Male,68
37,73,Medium,High,6,71,Male,72
19,67,Medium,High,5,77,Male,66
22,70,Medium,Low,6,58,Male,66
16,93,Low,High,6,77,Male,67
21,85,Low,High,7,52,Male,71
23,97,High,High,8,57,Male,72
21,69,Low,Medium,7,59,Male,64
14,65,Low,High,7,82,Male,60
21,60,High,Low,8,78,Female,64
29,80,Medium,Low,5,90,Female,70
23,100,Medium,Low,10,73,Male,72
26,88,Medium,High,6,74,Female,68
19,72,Medium,Low,8,58,Female,62
24,95,Medium,Low,5,87,Male,68
22,91,High,High,7,50,Male,72
14,61,Medium,Low,7,71,Female,60
22,93,Medium,High,9,59,Female,72
14,72,Low,High,7,89,Female,65
16,66,Medium,Low,9,84,Female,63
21,69,Medium,Low,7,85,Male,66
22,79,Low,Medium,10,57,Male,65
13,77,Medium,High,4,83,Male,65
26,72,Low,High,8,85,Male,67
23,67,Medium,Medium,4,50,Male,65
16,90,High,Medium,7,66,Male,67
11,100,Medium,Medium,9,54,Male,66
19,91,Low,High,9,84,Male,71
17,72,Medium,Medium,8,61,Male,64
21,70,Low,Low,7,63,Male,61
18,69,High,High,8,54,Male,65
8,65,Medium,Medium,10,74,Male,61
18,82,High,Low,7,52,Female,64
18,84,High,High,8,92,Female,69
24,88,Medium,Medium,6,51,Male,71
16,87,High,Medium,9,53,Male,70
30,72,High,Medium,8,82,Female,70
9,73,Medium,Medium,6,96,Male,62
28,87,Medium,Medium,8,95,Female,73
19,74,Medium,High,8,54,Male,66
25,69,Medium,Medium,8,64,Female,66
20,75,Low,Medium,7,76,Female,66
27,71,Medium,Medium,9,51,Female,66
18,64,Medium,Medium,6,76,Male,65
13,93,Low,Low,7,72,Female,67
29,94,High,Medium,7,79,Female,76
19,69,Medium,Medium,9,96,Female,66
21,63,Medium,Medium,6,64,Male,63
27,90,Medium,Medium,7,82,Female,71
14,68,Medium,High,6,71,Male,63
24,76,High,Low,7,72,Male,67
16,63,Medium,Medium,8,82,Male,63
19,69,High,Medium,5,98,Male,66
20,92,Medium,Medium,9,93,Female,72
11,92,High,Medium,8,82,Female,70
15,68,High,Low,6,73,Male,62
28,73,High,Medium,6,71,Female,69
25,65,Low,Medium,9,89,Female,66
20,63,Medium,Medium,8,61,Male,64
21,100,Low,Medium,6,79,Female,70
18,86,Medium,Medium,6,75,Male,67
28,82,Medium,High,8,82,Male,71
19,91,Medium,Medium,8,59,Male,69
21,94,High,Low,8,85,Male,70
27,92,Medium,Medium,7,81,Male,70
15,61,High,Low,8,59,Female,61
29,67,Low,High,7,72,Female,65
11,86,Medium,High,6,84,Male,67
30,75,Medium,Low,9,95,Male,70
18,99,Medium,Medium,8,56,Male,67
19,87,Low,High,6,50,Male,68
9,98,High,High,7,58,Male,69
17,68,Medium,Medium,7,99,Male,65
14,95,High,Medium,6,88,Male,68
16,73,High,Medium,7,81,Male,67
19,100,Medium,High,6,57,Male,70
26,66,High,High,8,71,Female,68
21,81,High,Medium,7,86,Male,69
22,92,High,Low,5,95,Male,70
13,77,High,High,7,69,Male,67
15,79,High,High,6,100,Female,70
31,99,Medium,Low,4,57,Female,74
16,77,Medium,Low,7,69,Female,63
30,84,High,Medium,9,94,Female,72
19,62,High,Medium,7,82,Male,62
20,94,Medium,Medium,8,91,Female,71
26,86,Medium,Low,7,95,Male,68
28,76,Medium,High,6,75,Male,72
19,61,Medium,High,6,62,Female,64
18,84,Low,Low,5,85,Male,64
20,61,Low,High,8,78,Female,63
22,60,High,Medium,8,89,Male,66
25,85,Medium,Medium,7,76,Female,71
20,68,Medium,High,4,91,Male,70
24,68,High,Medium,8,95,Male,67
30,86,High,High,6,87,Female,73
22,62,Low,Medium,7,87,Female,64
22,73,Low,Medium,5,79,Female,65
11,66,Medium,Medium,7,74,Female,62
4,83,High,Medium,7,99,Female,64
22,86,Low,Medium,4,82,Male,67
19,89,Medium,High,9,92,Male,74
17,70,High,Medium,7,75,Male,63
21,64,High,Low,7,78,Male,64
20,63,Medium,Low,8,83,Female,64
27,77,Low,High,7,86,Male,70
21,98,Medium,Medium,8,72,Female,71
16,69,Medium,Medium,5,68,Male,63
26,70,Medium,High,7,62,Female,66
19,64,Medium,High,4,71,Male,65
23,84,Medium,High,7,61,Male,70
17,87,Low,Low,9,71,Female,65
16,86,High,Medium,5,94,Male,68
21,94,Medium,High,6,99,Male,72
20,79,Medium,High,4,79,Male,67
23,65,High,High,7,57,Male,65
18,72,Medium,Medium,8,71,Male,66
9,86,High,High,8,80,Female,67
17,85,Medium,Low,6,69,Male,65
25,81,Medium,Medium,4,60,Male,68
18,87,Medium,Medium,5,61,Male,68
19,85,Medium,High,9,74,Female,69
26,95,Medium,Low,8,61,Female,71
16,83,Medium,Medium,7,62,Male,64
11,91,Low,High,7,94,Male,65
19,70,Medium,Medium,5,89,Male,64
17,87,Medium,Medium,9,53,Female,67
14,96,Medium,High,6,66,Female,70
19,75,Medium,High,8,77,Female,66
23,91,High,Medium,5,53,Male,70
20,89,Medium,High,7,84,Male,70
22,62,High,Medium,9,69,Male,64
31,83,Low,High,6,70,Male,71
18,65,Medium,High,8,63,Male,63
22,99,Medium,Medium,5,67,Male,72
17,92,High,High,6,93,Female,72
15,64,High,Low,7,89,Male,61
16,65,High,Low,8,97,Female,63
17,84,Low,High,7,85,Male,67
22,74,High,Low,8,79,Female,67
34,61,Medium,Low,9,63,Female,65
16,82,Low,Medium,6,83,Female,64
18,76,Medium,Low,5,95,Female,69
20,64,Medium,High,6,53,Female,65
22,92,High,High,9,72,Male,71
22,97,Medium,Medium,6,57,Male,70
28,90,Low,Medium,9,91,Female,98
5,93,Medium,Medium,7,81,Female,65
6,69,High,Medium,10,94,Female,63
17,71,Medium,Medium,10,53,Male,61
27,68,Medium,Low,9,95,Male,67
11,91,Medium,Medium,5,53,Female,64
2,98,High,Medium,4,64,Female,65
23,89,High,High,7,58,Male,73
21,95,Medium,High,8,57,Male,69
13,86,Medium,High,8,59,Male,67
14,76,High,Medium,6,74,Male,63
14,77,High,High,5,89,Male,67
21,63,Low,High,8,95,Male,66
16,61,Medium,High,10,78,Female,64
23,88,High,Low,6,58,Male,68
3,78,Medium,Medium,8,54,Male,61
15,82,Medium,Medium,10,75,Female,66
13,82,Medium,Medium,7,88,Female,65
18,71,Medium,High,7,81,Female,65
17,79,Medium,Medium,8,79,Male,67
25,79,High,Medium,7,52,Female,68
9,76,Medium,Medium,9,71,Male,63
20,93,High,Medium,6,78,Female,70
23,78,High,High,7,80,Female,68
31,84,Medium,Medium,5,50,Male,69
17,96,High,Medium,7,60,Male,67
22,95,Medium,Medium,5,97,Male,69
9,96,Medium,Low,8,75,Female,65
6,71,Medium,High,5,85,Male,61
25,61,Medium,High,8,65,Female,65
20,70,Low,Medium,6,79,Male,67
27,71,Medium,High,10,68,Male,66
12,96,Medium,Medium,9,65,Female,69
23,86,Medium,Medium,8,71,Female,71
31,63,High,High,5,73,Female,68
23,65,High,Medium,6,67,Male,65
22,66,Medium,Medium,6,63,Male,64
20,85,Medium,Low,6,81,Male,68
11,89,Low,High,9,69,Male,64
28,94,Medium,High,7,60,Male,71
16,98,High,Medium,6,88,Female,70
23,68,High,Medium,6,86,Male,68
11,72,Medium,Medium,6,94,Male,63
13,70,Medium,High,8,78,Male,61
29,74,Medium,Low,5,64,Male,66
18,97,Medium,High,7,93,Female,75
29,83,High,High,8,64,Male,71
20,90,Medium,Medium,4,83,Male,69
9,80,High,Low,5,60,Male,62
25,61,Medium,Medium,7,81,Female,65
16,63,Medium,Low,9,92,Female,61
24,82,Medium,Medium,9,77,Female,69
20,89,Low,Low,6,74,Male,66
11,69,High,Medium,9,100,Male,64
21,89,High,Medium,7,51,Female,69
33,92,High,High,7,67,Female,78
23,76,Low,High,7,96,Female,68
20,90,High,High,8,82,Female,70
26,76,Low,Medium,6,77,Male,68
21,87,Low,Low,6,82,Female,68
21,91,Medium,Medium,5,66,Female,69
13,100,Medium,Low,8,54,Female,68
21,74,High,Low,8,64,Male,80
26,76,Medium,Medium,8,67,Male,67
15,67,Low,Medium,5,74,Male,64
29,68,Medium,Low,6,70,Male,64
19,88,Medium,Medium,9,76,Male,68
15,97,Low,Medium,7,60,Female,67
26,76,Medium,Medium,7,59,Male,65
18,67,High,High,7,68,Male,66
25,71,Medium,Low,8,74,Male,67
18,78,High,Medium,7,67,Male,64
20,72,Medium,Low,6,79,Female,66
23,69,Medium,Low,8,66,Male,63
22,89,Medium,High,5,59,Male,71
8,60,High,Medium,9,93,Female,62
13,82,Medium,High,6,60,Female,64
26,92,Low,Medium,8,98,Male,72
19,71,High,Medium,7,99,Female,65
17,84,Low,High,6,85,Female,67
12,87,High,High,9,75,Female,65
14,86,Low,Low,8,90,Male,63
8,78,High,High,7,94,Female,65
19,74,Medium,Medium,10,85,Male,67
16,93,Medium,Medium,8,55,Male,67
14,90,Low,Medium,6,50,Male,65
20,73,Medium,High,4,60,Male,64
22,64,High,Low,7,59,Female,64
33,63,High,High,9,59,Male,69
11,64,Medium,Medium,8,75,Male,60
27,83,Medium,Medium,9,76,Male,70
26,62,Low,High,6,86,Male,66
15,73,Medium,Medium,7,60,Female,66
21,90,Medium,Low,7,55,Female,68
17,72,Low,Medium,7,83,Female,62
21,91,Medium,High,8,74,Female,70
29,90,Medium,Medium,9,83,Female,72
24,70,Low,Low,10,69,Female,64
23,89,Low,Medium,9,88,Male,71
17,90,Medium,High,8,84,Female,67
11,76,Low,Medium,6,83,Female,64
19,68,High,High,7,51,Female,64
27,81,Medium,High,8,93,Female,72
11,97,Low,Low,7,69,Female,66
14,86,High,Medium,6,57,Female,68
21,67,Medium,Medium,6,88,Female,95
14,87,Medium,Low,8,74,Male,64
15,77,Medium,Medium,7,52,Male,64
17,84,Low,High,7,89,Male,68
12,89,Medium,Low,7,72,Male,67
14,81,Medium,Medium,6,88,Female,67
24,93,High,Medium,7,88,Female,71
12,89,Medium,Low,6,55,Female,63
10,85,Medium,Medium,6,81,Female,66
16,66,High,High,5,68,Male,65
24,93,Medium,Low,7,77,Female,68
19,97,Medium,Low,8,54,Male,68
17,65,Medium,High,9,79,Male,62
20,80,Low,Medium,5,89,Male,67
10,70,High,High,9,99,Female,65
23,90,High,Medium,7,66,Female,71
22,89,Medium,High,5,58,Female,71
18,66,High,Medium,6,68,Male,61
26,95,Medium,Medium,4,51,Male,70
13,67,Medium,Low,5,70,Male,60
27,92,Low,Medium,10,96,Male,70
21,78,Medium,High,6,60,Female,67
18,73,Medium,Medium,8,74,Male,66
20,66,Low,Low,7,79,Female,63
19,67,Medium,Medium,7,59,Female,65
27,86,High,Medium,8,67,Female,75
14,82,High,Medium,4,96,Male,66
15,65,Medium,Medium,9,65,Female,61
26,65,Medium,Medium,7,82,Male,65
16,63,Low,Medium,6,57,Male,61
25,90,High,High,8,83,Male,73
30,88,High,Medium,6,64,Female,73
18,62,Medium,Medium,7,62,Male,63
24,82,Low,Medium,7,56,Male,67
13,63,Medium,High,8,52,Male,62
25,96,Low,Low,7,98,Male,71
21,96,Medium,Medium,5,71,Male,70
23,88,Medium,Medium,8,89,Female,70
16,97,Medium,Medium,7,96,Female,69
10,92,Medium,Medium,4,60,Female,66
23,93,Low,High,7,93,Female,72
8,83,High,Low,6,85,Female,63
18,72,Low,Medium,8,79,Male,65
26,69,High,High,6,90,Female,71
21,73,Medium,Medium,5,56,Male,66
32,85,Medium,Low,9,63,Male,69
26,67,Low,Medium,8,57,Female,62
16,70,High,High,7,95,Female,66
20,79,Medium,Low,8,55,Female,66
20,69,Medium,Low,8,99,Female,64
11,84,Low,Medium,7,55,Male,63
14,97,Medium,Medium,5,83,Female,68
17,90,Medium,Medium,7,83,Male,68
8,87,High,High,9,97,Male,67
20,83,High,Low,8,66,Female,67
19,80,High,High,7,67,Female,68
10,67,High,Medium,8,92,Male,65
22,96,Low,High,7,99,Male,74
24,70,Medium,High,9,52,Male,85
21,64,Medium,Medium,9,82,Male,64
18,90,Low,Medium,5,62,Female,67
24,67,High,High,9,86,Female,68
24,75,Low,Medium,10,89,Female,67
22,61,High,Medium,8,88,Female,65
15,65,High,High,8,72,Male,63
22,67,Medium,Medium,6,58,Male,64
27,62,Low,Low,6,79,Male,62
16,86,Low,High,7,89,Female,68
33,93,Medium,Medium,6,96,Female,75
17,75,Medium,Low,5,73,Female,63
20,95,Medium,Low,7,62,Male,68
16,69,Medium,Medium,8,56,Male,63
21,73,High,High,5,90,Female,68
10,66,Medium,High,7,77,Male,62
17,85,Low,Medium,7,84,Female,67
13,77,High,High,7,58,Male,66
21,85,Medium,Medium,8,50,Male,65
26,90,Medium,Medium,8,98,Female,69
24,82,High,Medium,6,91,Male,70
6,85,High,Medium,9,70,Female,64
32,97,High,Medium,8,73,Female,75
22,72,Low,Low,9,96,Male,66
15,74,Medium,Low,7,60,Female,62
21,89,Low,Medium,7,90,Male,70
21,84,High,High,7,51,Male,68
16,67,Medium,High,9,94,Female,66
21,75,Low,High,7,79,Male,65
16,79,High,Medium,7,74,Male,68
18,77,High,Medium,10,85,Female,68
16,67,Medium,Medium,5,53,Male,62
11,97,Low,Medium,8,60,Female,66
21,90,Medium,Low,7,70,Female,68
24,79,High,Medium,7,81,Male,69
23,87,Medium,Low,6,57,Male,67
25,96,Low,High,6,69,Male,74
22,65,Low,Medium,6,63,Male,61
17,70,High,Medium,8,82,Female,64
25,82,Medium,Medium,8,96,Female,69
12,92,High,Medium,4,58,Male,66
15,61,Medium,Medium,5,59,Female,61
14,99,Medium,Medium,8,80,Female,71
26,78,High,High,8,73,Female,71
26,74,Medium,Medium,5,86,Female,69
23,72,Medium,Medium,8,64,Female,66
26,67,Low,Medium,7,77,Male,64
15,92,Low,Medium,8,69,Male,68
22,98,High,Medium,6,64,Female,71
19,77,High,Medium,5,86,Male,66
25,98,Medium,Medium,7,90,Male,94
19,93,Low,High,7,66,Female,68
18,79,Medium,Medium,7,81,Female,66
23,87,High,Low,6,59,Male,70
25,77,Medium,Medium,10,90,Male,68
16,82,High,Low,4,64,Male,65
20,62,Medium,Medium,6,59,Male,64
14,88,High,Medium,6,97,Male,69
5,62,High,High,7,71,Male,59
21,93,Low,Medium,8,82,Male,70
24,93,High,Low,8,90,Male,72
22,69,Low,Medium,9,84,Male,64
8,73,Medium,High,8,78,Male,63
18,79,Medium,Medium,4,69,Male,67
7,84,Medium,Medium,5,96,Male,62
28,71,Medium,Medium,9,57,Female,69
13,84,Medium,Medium,9,94,Male,66
28,72,Low,Low,8,85,Female,66
26,62,Low,Medium,6,79,Female,63
15,60,Medium,Medium,7,66,Male,62
13,64,Medium,High,6,57,Female,58
22,92,Medium,Low,5,72,Male,67
15,98,Medium,Medium,7,89,Male,68
21,77,High,Medium,10,87,Male,67
17,81,Medium,Medium,6,82,Male,67
9,66,Low,Medium,9,100,Male,62
7,82,Medium,High,6,99,Male,66
21,66,Medium,Medium,5,70,Female,65
17,84,Medium,High,8,60,Female,67
17,97,Medium,Low,7,73,Male,69
24,68,Medium,High,9,92,Male,67
27,91,Low,Medium,9,73,Male,69
18,61,Medium,Low,7,67,Male,62
18,75,Medium,Medium,9,87,Female,67
23,64,Medium,Low,6,83,Male,63
12,74,Medium,Medium,6,98,Male,65
21,67,Medium,Medium,9,77,Female,66
23,75,Medium,High,5,98,Female,71
24,77,Low,High,7,65,Male,70
8,72,High,High,9,93,Male,68
15,86,High,Medium,9,68,Male,67
15,97,Medium,High,6,90,Male,71
21,76,Low,Medium,9,96,Male,65
23,68,Low,Medium,5,81,Male,64
29,71,Medium,Medium,6,86,Female,69
17,94,Medium,Low,7,98,Male,68
17,83,Medium,Low,8,69,Male,67
27,78,Medium,Medium,5,76,Male,71
22,66,Medium,Low,10,95,Male,64
28,78,Medium,High,4,84,Female,69
22,71,Medium,High,7,94,Male,68
13,98,High,Low,7,81,Male,69
12,95,Medium,Medium,4,87,Male,67
11,63,Medium,High,9,51,Male,58
24,81,Low,Medium,6,67,Male,66
27,69,Medium,High,7,89,Male,69
31,76,Medium,High,7,70,Male,70
25,95,Medium,Low,5,68,Male,70
27,81,Medium,Low,5,98,Male,70
17,73,High,High,9,78,Female,66
13,68,Low,High,7,60,Female,61
25,92,Medium,Medium,4,74,Female,71
23,85,High,Low,7,76,Female,69
21,79,Medium,Medium,7,99,Male,69
22,69,High,Medium,7,86,Female,65
22,73,High,High,4,76,Male,69
28,98,Medium,High,7,72,Male,74
28,81,Medium,Medium,6,96,Male,71
23,76,High,Medium,7,82,Male,68
25,81,High,High,8,68,Female,69
23,91,Low,Medium,8,73,Male,68
17,74,Medium,Low,9,64,Male,63
25,67,Medium,Medium,10,98,Male,68
12,83,High,Medium,5,85,Male,67
26,87,Medium,High,6,70,Male,71
13,89,High,High,8,59,Male,66
22,95,High,Medium,7,59,Male,69
15,75,High,Medium,4,74,Female,68
23,63,Medium,Medium,7,73,Male,63
20,98,Medium,Medium,9,71,Male,69
10,77,Low,High,5,93,Female,66
23,85,Medium,Medium,7,99,Female,71
17,87,Medium,High,4,68,Male,68
25,82,Medium,Medium,8,65,Male,69
20,68,Medium,Medium,7,89,Female,65
22,90,Medium,Low,6,72,Male,68
14,92,High,Medium,6,61,Male,67
16,82,Medium,Medium,5,59,Male,65
17,80,Low,Medium,9,64,Female,65
25,65,Medium,Low,6,50,Female,64
30,63,High,High,8,97,Female,69
15,74,High,Low,6,72,Male,64
26,72,Medium,Medium,10,54,Male,66
7,98,Medium,Low,9,58,Male,65
13,91,High,Medium,10,66,Female,69
14,86,Low,Medium,10,78,Female,66
12,81,Medium,Medium,6,85,Male,64
10,67,Medium,Medium,6,65,Female,61
22,99,Medium,Medium,10,98,Male,72
19,75,Medium,Medium,7,88,Male,67
22,64,Low,Medium,8,91,Female,63
24,80,Medium,High,6,66,Male,69
22,95,Low,High,6,69,Male,70
24,95,Medium,High,8,77,Male,71
20,60,Medium,Low,4,73,Female,60
13,95,Medium,High,8,63,Female,70
26,71,Low,High,8,100,Female,69
16,62,Medium,High,6,92,Female,63
14,94,Medium,Medium,7,62,Male,69
19,95,Medium,Medium,7,95,Male,71
15,84,Medium,High,7,79,Female,68
17,83,Medium,High,8,51,Male,64
22,93,Low,Medium,6,67,Female,68
22,91,Low,Medium,10,51,Female,69
15,96,Medium,Low,7,54,Female,65
17,82,Medium,Medium,7,59,Male,68
26,99,Medium,High,10,74,Male,74
23,100,High,Low,4,69,Female,72
32,65,High,Medium,10,57,Female,67
27,94,High,High,7,70,Female,73
27,80,Medium,Medium,6,65,Male,68
12,76,Medium,Low,5,71,Male,61
25,85,High,High,5,59,Female,70
20,62,Medium,Low,6,80,Female,62
17,80,Medium,Medium,7,52,Female,67
21,95,Low,High,8,69,Male,69
26,69,High,High,7,95,Female,93
23,77,Medium,High,6,71,Male,68
15,98,Medium,Medium,9,72,Female,69
24,77,Medium,Medium,10,53,Male,68
16,74,Medium,High,9,80,Male,64
21,78,High,Medium,6,97,Female,69
18,81,Medium,Medium,8,65,Male,66
19,85,Medium,Medium,8,70,Male,68
25,92,Medium,Medium,9,79,Male,72
14,78,High,Medium,6,55,Female,63
32,93,High,Medium,6,98,Male,73
9,81,High,Medium,9,73,Male,65
16,74,High,High,8,56,Female,65
22,86,Low,Medium,5,67,Male,68
24,89,High,Medium,8,69,Male,70
19,82,Medium,Medium,10,67,Male,65
20,62,High,Medium,6,85,Female,66
22,67,Medium,High,6,67,Male,66
19,71,Medium,High,7,66,Female,65
28,71,Medium,High,8,66,Male,69
25,87,Low,High,7,89,Female,69
25,61,Medium,High,9,65,Female,64
14,90,Medium,Medium,7,51,Female,66
20,71,Low,Medium,9,68,Male,63
18,72,High,Medium,6,64,Female,68
14,81,High,Medium,5,95,Male,68
22,69,High,Medium,6,74,Female,65
17,95,High,Medium,5,62,Male,69
24,63,Medium,Medium,8,99,Female,66
14,78,Medium,Medium,4,62,Male,63
30,94,Low,Medium,6,88,Female,72
15,85,High,Medium,7,82,Male,67
21,72,High,High,5,73,Male,67
25,77,High,Medium,7,70,Male,68
17,88,High,High,7,94,Male,71
25,99,Medium,High,9,74,Male,73
13,96,Medium,Medium,5,69,Male,68
29,74,High,Medium,8,68,Female,69
20,100,Medium,Medium,8,64,Male,69
16,60,Medium,High,7,70,Female,63
18,61,Medium,Medium,6,56,Male,62
25,93,Medium,Medium,5,53,Female,70
16,68,High,Medium,10,77,Male,66
16,62,Medium,Medium,7,73,Female,62
19,69,Medium,High,7,59,Female,64
13,77,Medium,Medium,10,55,Male,63
31,89,Medium,Medium,7,57,Female,71
17,85,High,Medium,10,66,Male,67
25,70,Low,High,5,73,Male,67
21,80,Low,High,7,60,Male,67
14,97,Low,Medium,5,88,Male,71
20,93,High,Medium,7,60,Male,69
25,73,Medium,Medium,7,56,Female,93
19,99,High,Medium,6,100,Male,72
27,88,Medium,High,7,72,Female,71
26,62,Medium,Medium,6,59,Male,63
26,61,High,Low,7,95,Male,65
17,67,Low,Medium,6,62,Female,61
14,89,Medium,Low,9,96,Female,66
16,67,Medium,Medium,5,56,Female,61
21,80,Medium,Medium,7,92,Male,67
23,64,Medium,Low,5,59,Female,64
7,97,Low,High,6,97,Female,69
20,74,Low,Medium,6,79,Male,64
21,96,Medium,Medium,7,59,Male,70
18,98,High,Medium,7,92,Male,73
28,60,Low,Medium,5,70,Male,63
23,79,Medium,Medium,6,87,Male,68
28,61,Low,Low,6,82,Female,64
19,96,Medium,Low,5,86,Male,69
26,81,Medium,Medium,9,67,Female,69
30,63,High,Low,5,97,Female,67
28,64,High,Low,7,78,Male,69
13,75,Medium,High,10,54,Male,62
18,98,Low,Medium,9,53,Male,66
18,88,Low,Medium,8,87,Female,68
23,95,High,Low,7,92,Female,71
24,75,Medium,Low,8,85,Male,66
15,62,Low,High,8,64,Female,62
20,99,Low,Low,9,61,Male,68
8,61,Medium,Low,7,78,Female,59
29,98,Medium,Medium,9,60,Female,70
17,75,High,Low,7,69,Male,66
20,60,Medium,Medium,10,81,Male,65
18,88,Medium,Medium,7,64,Male,66
27,99,Medium,Medium,5,69,Male,73
3,99,Medium,Low,7,68,Female,65
20,66,Medium,High,8,73,Male,65
19,67,High,Medium,9,84,Female,64
17,83,Medium,Medium,6,89,Male,69
30,85,Medium,Medium,4,83,Female,74
15,90,High,High,8,51,Female,68
25,67,Low,Medium,8,95,Female,65
22,98,Medium,High,5,79,Male,72
28,86,Medium,Medium,7,96,Male,71
16,94,High,Medium,7,98,Female,69
16,82,Low,High,8,73,Male,67
27,77,Medium,High,6,96,Male,71
23,99,Low,Low,6,68,Male,68
